"PC1","PC2","PC3","PC4"
-19.6824468025745,3.52774824026765,-9.73543821390468,0.817781589502283
-22.9081202285316,6.3909377459298,-13.3725377737061,-5.59110879065065
-27.2407690143487,2.44580850625663,-3.50534368240361,1.33115016655499
-42.4809775873896,-9.6917424948042,-0.883092106417594,-3.41802265496964
-54.9838679804783,-5.1581208498591,-20.929107600449,-15.7253985964131
-26.9648816460474,6.72712243850133,-21.6422924143377,-13.7323152903085
-31.199299540462,3.83376303218284,-30.116457313876,-41.3381143257833
-22.1571766446891,10.3148723092528,-18.6100362747161,-6.89722870112811
-14.1778411790914,15.9830798258964,-19.6024755630997,-6.51409002745654
-29.5147954305687,23.8050152219239,-5.83970590793274,9.9421666027513
-30.5057689989908,9.80445902835082,7.92031506014254,16.3032526574653
-34.1444108779728,9.66801277773585,-6.70944570140915,8.79781994865822
-16.9027210533641,14.832717767994,-9.70810250655007,12.1092118115731
-25.0236927904051,16.7201947930342,6.16719888581505,11.5576997212559
-28.9010352384899,18.0345904651931,-0.642437787420329,13.1301129853305
-21.7386759174783,23.6978565290603,3.16218708537966,9.50650878132704
-13.2951269141057,24.2577017736428,-4.12861681222658,18.2203617935951
-17.5786595322148,14.2685418902006,-24.7954506021792,-27.8787295944513
-33.767819545431,4.50158727020522,0.0541824815850361,-8.84953851980153
-16.6016442945752,5.24529985145549,-24.541826427007,-23.8274678415864
-4.61535481653106,15.7652550330242,-14.0377125236323,-12.256822882277
-9.78537338775377,25.5883474472574,-23.2321340964318,-13.2105987455992
-2.89785401304344,2.85977613642313,-13.2717222013613,8.91088075450206
4.46078792825019,2.27199390461241,-1.5715622451946,9.87504139425274
3.97393043880999,8.7150294348201,12.0259182099132,8.37642421750047
-13.0032284109756,6.7638738358196,14.6368701266704,3.76017433428932
3.99855772708704,7.51646752967297,5.51302295635269,13.1418253579068
-11.9962071616958,24.5617086763799,1.34825437917287,-3.37000825012423
-4.88873013147683,15.3450366168163,15.8077344567442,6.77492574797579
-5.32152079443097,14.8463358535154,4.61126487551662,-2.9669465962859
-19.8856001192689,4.93488316481923,14.0051697040619,4.46401605761091
-4.21571255701608,12.0178924254895,7.4261003878083,9.21901169927783
0.842095190943663,4.01674704856305,8.2803196218928,11.552310325519
26.5360884983528,-17.4902297895794,-4.71331103799488,1.16990062369615
51.5320989982096,-8.16947818777041,-35.6586157201833,15.5743807633276
55.2152400451618,-9.85391841011474,-36.5516424807663,10.6864776761149
58.0052705829303,-12.6781217148597,-39.7986960479274,10.3342897145798
55.1811441899795,-9.91734510437236,-20.4598256881354,15.4137798002743
69.2306453445517,-1.28332517841967,-30.9891026874542,-19.7834357982828
59.4630404645472,0.561481524997921,-25.6052744400317,-8.32590334045481
25.5283132810365,-6.75870302647927,-24.499769326352,0.140715209711907
14.851402509542,9.06020094294651,6.55508682528146,6.94761999341353
36.9168148555557,10.1742587551638,7.40675988421795,17.8706695280197
26.5733708124825,15.7440098172884,13.2740904575604,9.33271199720335
19.7973718904733,17.81842163336,19.3392730086752,29.0124297381953
18.0635216223016,9.49288722036343,19.2621867181569,24.8786840968337
28.840217455213,7.52338702503519,35.1092840640593,17.8203344682092
20.9318756853027,21.1989377489745,18.2826547067356,22.8400172989855
38.2846016302397,12.7048829071165,44.9872212406722,-36.9050568084757
35.5156365325749,6.07714755537152,46.5220991780881,-54.137476892519
30.4820038996761,7.60848368156869,41.3589968900078,-39.8343787945512
11.593386950153,1.95843186004324,39.0511460331184,-25.4976711000455
0.235025582490492,17.449253027002,25.6812696762301,17.3813457839671
7.40354977160174,2.71447247702797,4.24984012546445,-5.73444291532561
14.6102108994629,3.11436248126552,-9.83020658687824,-29.8751773517054
-2.55241899164327,-52.9309756832257,17.2026613449452,0.199443395563615
-8.87466699668719,-58.4462469495622,1.11849031945279,-7.37276501641862
-5.28447547702879,-60.5765712307351,6.09363677253539,-5.00172189630682
-17.7978205170946,-39.9871122241584,8.96604990038432,7.90314680421096
-17.8550926637803,-46.871879428471,5.35659525058235,17.268632148994
-4.38087819383379,-41.9777185163571,8.64682795582753,2.78382575765229
-22.7868515248606,-35.8188808167923,17.9744856414997,7.52050580351262
-19.0256048253254,-50.003152866395,4.17812337239413,3.01787531644513
-13.1290809872743,-34.8497527598653,3.40662417303492,2.15695886516161
